"","id_str","text","created_at","retweet_count","in_reply_to_user_id_str","favorite_count","is_retweet","device"
"3365","702484363695370241","Melania will be interviewed by @morningmika on @Morning_Joe now (8:30 A.M.). ENJOY!",2016-02-24 08:24:58,1101,NA,5224,FALSE,"Android"
"3367","702367612232142848","THANK YOU NEVADA! WE WILL MAKE AMERICA SAFE &amp; GREAT AGAIN! 
https://t.co/ClAnLIg0AD https://t.co/zVvyVCIaD4",2016-02-24 00:41:02,5948,NA,15113,FALSE,"iPhone"
"3368","702312059690622976","Make sure you get on the Trump line and are not mislead by the Cruz people. They are bad! BE CAREFUL.",2016-02-23 21:00:18,3643,NA,10432,FALSE,"Android"
"3371","702308297886400513","My wife Melania will be on @Morning_Joe  tomorrow morning at 8:00. Interviewed by @morningmika - Enjoy!",2016-02-23 20:45:21,1564,NA,5866,FALSE,"Android"
"3372","702270277560852480","Thank you Sparks, Nevada!
#VoteTrumpNV 

#NevadaCaucus Finder: 
https://t.co/Ryp3DwNe0u

https://t.co/n74lmDoRQO https://t.co/sO5h9LmIMg",2016-02-23 18:14:16,2014,NA,6140,FALSE,"iPhone"
"3373","702268900562448384","Club for Growth is the group that came to my office seeking $1 million dollars. I told them no and now they are doing negative ads.",2016-02-23 18:08:48,2643,NA,6853,FALSE,"iPhone"
"3374","702194423048699905","Great. Just reported on @FoxNews that many people who supported @JebBush are now supporting me. I knew that would happen, pundits didn't!",2016-02-23 13:12:51,4395,NA,13114,FALSE,"Android"
"3377","702172591813857280","Join us in Sparks, Nevada today! 
#NevadaCaucus #VoteTrumpNV 
https://t.co/5DyhPftng9",2016-02-23 11:46:06,1348,NA,4252,FALSE,"iPhone"
"3378","702157754283130884","I am growing the Republican Party tremendously - just look at the numbers, way up! Democrats numbers are significantly down from years past.",2016-02-23 10:47:08,3796,NA,9969,FALSE,"Android"
"3379","702149896325890048","Ted Cruz lifts the Bible high into the air and then lies like a dog-over and over again! The Evangelicals in S.C. figured him out &amp; said no!",2016-02-23 10:15:55,2566,NA,7790,FALSE,"Android"
"3381","702141081027104769","Wow was Ted Cruz disloyal to his very capable director of communication. He used him as a scape goat-fired like a dog! Ted panicked.",2016-02-23 09:40:53,3230,NA,7719,FALSE,"Android"
"3383","701999802033111040","THANK YOU LAS VEGAS, NEVADA!
#NevadaCaucus #VoteTrumpNV
https://t.co/cZlNRrFtW3 https://t.co/scdxT24Dye",2016-02-23 00:19:29,3007,NA,8756,FALSE,"iPhone"
"3384","701977550315098113","Join me live- now in Las Vegas, Nevada! We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #VoteTrumpNV #NevadaCaucus https://t.co/IW9s9noxDT",2016-02-22 22:51:04,1516,NA,5382,FALSE,"iPhone"
"3386","701956476571512832","A big fat hit job on @oreillyfactor tonight. A total waste of time to watch, boring and biased. @brithume said I would never run, a dope!",2016-02-22 21:27:20,2116,NA,6583,FALSE,"Android"
"3387","701954385404760064","Great Town Hall tonight at 10:00 P.M. (Eastern) conducted by @seanhannity on @FoxNews",2016-02-22 21:19:01,1384,NA,4937,FALSE,"Android"
"3390","701943239054532608","Great poll! Thank you North Carolina! 
#VoteTrumpNC on 3/15!
Trump 36%
Cruz 18%
Rubio 18%
Carson 10%
Kasich 7%
Via @SurveyUSA",2016-02-22 20:34:44,2717,NA,7887,FALSE,"iPhone"
"3392","701941803327426560","Just watched the very incompetent Mitt Romney Campaign Strategist, Stuart Stevens. Now I know why Mitt lost so badly. Stevens is a clown!",2016-02-22 20:29:02,2165,NA,7101,FALSE,"Android"
"3395","701876939095543808","Ted Cruz should be disqualified from his fraudulent win in Iowa. Weak RNC and Republican leadership probably won't let this happen! Sad.",2016-02-22 16:11:17,2650,NA,8174,FALSE,"Android"
"3396","701875717504536576","Just saw the phony ad by Cruz - totally false, more dirty tricks. He got caught in so many lies - is this man crazy?",2016-02-22 16:06:25,2843,NA,8263,FALSE,"Android"
"3401","701842514760724480","Thank you for your endorsement @paulteutulsr! #BikersForTrump #VoteTrumpNV Video: https://t.co/1JEdwPPCux https://t.co/56gkQTM7oc",2016-02-22 13:54:29,2484,NA,6670,FALSE,"iPhone"
"3402","701801713385115648","Many people are now saying I won South Carolina because of the last debate. I showed anger and the people of our country are very angry!",2016-02-22 11:12:21,2753,NA,9358,FALSE,"Android"
"3403","701779181986680832","I hear the Rickets family, who own the Chicago Cubs, are secretly spending $'s against me. They better be careful, they have a lot to hide!",2016-02-22 09:42:50,9121,NA,16377,FALSE,"Android"
"3405","701750410621497345","I am in Las Vegas, at the best hotel (by far), Trump International. I will be working with my wonderful teams and volunteers to WIN Nevada!",2016-02-22 07:48:30,3156,NA,11334,FALSE,"Android"
"3406","701743902093504512","A number of months ago, I was not expected to win South Carolina,Ted Cruz was, and yet I won in a landslide - every group and category. WIN!",2016-02-22 07:22:38,3040,NA,11741,FALSE,"Android"
"3407","701558980682891266","THANK YOU Atlanta, Georgia! Leaving for Nevada now. Lets MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/wHfraU67yX https://t.co/WqvxMwJk2S",2016-02-21 19:07:49,3435,NA,10141,FALSE,"iPhone"
"3408","701437415047700482","Thank you South Carolina!  https://t.co/U1HoDmuuH3",2016-02-21 11:04:46,2324,NA,7405,FALSE,"Android"
"3409","701435508283588608","A quote was read from a parody account last night on MSNBC re: Jeb.  https://t.co/4twxJ4blje",2016-02-21 10:57:11,1735,NA,4701,FALSE,"Android"
"3414","701196121759068160","People (pundits) gave me no chance in South Carolina. Now it looks like a possible win. I would be happy with a one vote victory! (HOPE)",2016-02-20 19:05:57,4149,NA,15879,FALSE,"Android"
"3415","701098843635580928","South Carolina voters have the future of our country in their hands. Vote now (today), and MAKE AMERICA GREAT AGAIN!",2016-02-20 12:39:24,3412,NA,10011,FALSE,"Android"
"3416","701089616825159680","Remember that Marco Rubio is very weak on illegal immigration. South Carolina needs strength as illegals and Syrians pour in. Don't allow it",2016-02-20 12:02:44,3803,NA,10019,FALSE,"Android"
"3419","701043432354095108","Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!",2016-02-20 08:59:13,2216,NA,5728,FALSE,"Android"
"3421","700799329620140033","Just finished two major speeches in South Carolina. Big crowds, great people. Going for a third now!",2016-02-19 16:49:15,2153,NA,7793,FALSE,"Android"
"3422","700796528844103680","Boycott all Apple products  until such time as Apple gives cellphone info to authorities regarding radical Islamic terrorist couple from Cal",2016-02-19 16:38:07,4312,NA,10640,FALSE,"Android"
"3423","700787183872057344","I have built so many great &amp; complicated projects– creating tens of thousands of jobs-video: https://t.co/9cqt78cGiT https://t.co/4Q7oJHKoqV",2016-02-19 16:00:59,2624,NA,6878,FALSE,"iPhone"
"3427","700779318260195330","I'm self-funding and I am going to take care of the people – not the special interests and insurance companies like the other candidates.",2016-02-19 15:29:43,3631,NA,10142,FALSE,"iPhone"
"3428","700779226715316224","I will replace it with private plans, health savings accounts, &amp; allow purchasing across state lines. Maximum choice &amp; freedom for consumer.",2016-02-19 15:29:22,2677,NA,6796,FALSE,"iPhone"
"3429","700779139985440769","I was referring to a backstop for pre-existing conditions. I will eliminate the law, in its entirety, &amp; replace it w/ something much better.",2016-02-19 15:29:01,1747,NA,5363,FALSE,"iPhone"
"3430","700779018405150722","I was asked about healthcare by Anderson Cooper &amp; have been consistent- I will repeal all of #ObamaCare, including the mandate, period.",2016-02-19 15:28:32,2515,NA,6373,FALSE,"iPhone"
"3434","700471960526987265","We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #Trump2016 #VoteTrumpSC
https://t.co/wG4RgO0pNm https://t.co/3XpJvBZuk5",2016-02-18 19:08:24,4046,NA,9110,FALSE,"iPhone"
"3435","700413494580084738","Join us Saturday night- for the South Carolina Primary Watch Party!
#SCPrimary #Trump2016 https://t.co/AqRhLydI0u",2016-02-18 15:16:04,2837,NA,6091,FALSE,"iPhone"
"3436","700413065595113473","Join us tomorrow night in Charleston, South Carolina! #SCPrimary #Trump2016 https://t.co/VauoRmgcVz",2016-02-18 15:14:22,2472,NA,4826,FALSE,"iPhone"
"3437","700381146392195074","Response to the Pope:
https://t.co/iWDjTIQyhE",2016-02-18 13:07:32,4554,NA,8824,FALSE,"iPhone"
"3439","700320270620454912",".@FoxNews is changing their  theme from ""fair and balanced"" to ""unfair and unbalanced."" But dying @WSJ is worse.Their phony poll is a  joke!",2016-02-18 09:05:38,3129,NA,7070,FALSE,"Android"
"3441","700310777681592320","#MakeAmericaGreatAgain #Trump2016 https://t.co/nrcrU08sQ6",2016-02-18 08:27:55,3187,NA,6687,FALSE,"iPhone"
"3442","700306531720499201","Thank you America! #Trump2016
https://t.co/U9L0ja3frk https://t.co/oqv2dSa1ET",2016-02-18 08:11:02,3749,NA,8504,FALSE,"iPhone"
"3444","700280013107523584","I love being in South Carolina. We are leading big in all of the State polls - Saturday is a BIG day. MAKE AMERICA GREAT AGAIN!",2016-02-18 06:25:40,3119,NA,7742,FALSE,"Android"
"3445","700271935276634113","The just out USA Today National Poll, where I lead by big numbers, shows that in a head to head matchup, I beat both Hillary and Bernie.",2016-02-18 05:53:34,4199,NA,10637,FALSE,"Android"
"3447","700096775454138368","Join us tomorrow in Kiawah, South Carolina! #SCPrimary #VoteTrumpSC
#Trump2016 
https://t.co/pG868uImBb",2016-02-17 18:17:33,2450,NA,5123,FALSE,"iPhone"
"3448","699995449718153217","THANK YOU AMERICA! 
#MakeAmericaGreatAgain #Trump2016 https://t.co/TRrdR0nlpM",2016-02-17 11:34:55,5019,NA,10997,FALSE,"iPhone"
"3450","699992347115982848","#MakeAmericaGreatAgain #Trump2016 https://t.co/uMLm0Gd3lX",2016-02-17 11:22:35,3734,NA,8050,FALSE,"iPhone"
"3452","699989306333650944","Just out Nevada poll shows Jeb Bush at 1%, he should take his dumb mouthpiece, @LindseyGrahamSC, and just go home.",2016-02-17 11:10:30,3827,NA,8692,FALSE,"iPhone"
"3453","699968804311470080",".@FoxNews is so biased it is disgusting. They do not want Trump to win. All negative!",2016-02-17 09:49:02,25155,NA,12502,FALSE,"Android"
"3454","699966633918525441","I will beat Hillary easily, but Lindsey Graham says I won't, and yet he got zero against me- no cred! Why does FOX put him on?",2016-02-17 09:40:24,3229,NA,8636,FALSE,"iPhone"
"3455","699966498819940353",".@lindseygraham, who had zero in his presidential run before dropping out in disgrace- saying the most horrible things about me on @FoxNews.",2016-02-17 09:39:52,2686,NA,5946,FALSE,"iPhone"
"3456","699913243251339265","Interesting how President Obama so haltingly said I ""would never be president"" - This from perhaps the worst president in U.S. history!",2016-02-17 06:08:15,9053,NA,22731,FALSE,"Android"
"3457","699805136038846464","Why does @megynkelly devote so much time on her shows to me, almost always negative?  Without me her ratings would tank. Get a life Megyn!",2016-02-16 22:58:40,4974,NA,14615,FALSE,"Android"
"3460","699791469532594177","Explain to @brithume and @megynkelly, who know nothing, that I will beat Hillary and win states (and dem-indie votes) that no other R can!",2016-02-16 22:04:22,2948,NA,6981,FALSE,"Android"
"3462","699728584575946754","Thank you, South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/pIDqnY4IL3",2016-02-16 17:54:29,3186,NA,7906,FALSE,"iPhone"
"3467","699554325622886400","New PPP Poll just out - Trump up big, Cruz, Rubio and Bush down. The debate results, even with a stacked RNC audience, were wonderful!",2016-02-16 06:22:02,3161,NA,9537,FALSE,"Android"
"3468","699546805143523328","Spent the full day at meetings and a major rally yesterday in South Carolina. Great people and spirit. Today will be more of the same.",2016-02-16 05:52:09,2081,NA,7845,FALSE,"Android"
"3469","699447731606130688","New South Carolina poll from PPP. Thank you! #VoteTrumpSC https://t.co/6618Oi6vle",2016-02-15 23:18:28,3491,NA,9223,FALSE,"iPhone"
"3470","699441442041815040","What a night! 10,000 amazing supporters in Greenville, South Carolina! THANK YOU!
VOTE on Saturday! #VoteTrumpSC https://t.co/jXYLRDayB7",2016-02-15 22:53:29,4000,NA,11962,FALSE,"iPhone"
"3472","699328126631870465","RESPONSE TO THE LIES OF SENATOR CRUZ: https://t.co/9PGo56YTqt
#Trump2016 #VoteTrumpSC",2016-02-15 15:23:12,3105,NA,6908,FALSE,"iPhone"
"3473","699284455282884612","JEB is a hypocrite! Used massive private ""Eminent Domain"" --- Just another clueless politician! 
https://t.co/yZT3lSutt9",2016-02-15 12:29:40,3100,NA,7172,FALSE,"iPhone"
"3474","699283248506105856","Jeb used Eminent Domain &amp; took advantage of a disabled vet in the process. (2/2)
https://t.co/eiBCld77tV",2016-02-15 12:24:53,2802,NA,6312,FALSE,"iPhone"
"3477","699230466130513921","I will be in South Carolina all week. Saturday is BIG, BIG, BIG! Get out and vote - MAKE AMERICA GREAT AGAIN",2016-02-15 08:55:08,3016,NA,8541,FALSE,"Android"
"3478","699207531118383105","Jeb Bush and Ted Cruz are not electable presidential candidates, Hillary would destroy them. Ted may not be eligible to run - born in Canada",2016-02-15 07:24:00,3357,NA,9978,FALSE,"Android"
"3479","699187712553807872","Funny that Jeb(!) didn't want help from his family in his failed campaign and didn't even want to use his last name.Then mommy, now brother!",2016-02-15 06:05:15,3315,NA,10052,FALSE,"Android"
"3480","698990680719360000","Ted Cruz, along with Jeb Bush, pushed Justice John Roberts onto the Supreme Court. Roberts could have killed ObamaCare twice, but didn't!",2016-02-14 17:02:19,3927,NA,10100,FALSE,"Android"
"3481","698977598844637185","Wow, in the new CBS Poll I went way up into the forties! Thank you!",2016-02-14 16:10:20,3700,NA,12457,FALSE,"Android"
"3482","698976776115130369","Tickets for future debates should be put out to the general public instead of being given to the lobbyists &amp; special interests - the bosses!",2016-02-14 16:07:04,7436,NA,21056,FALSE,"Android"
"3484","698921597466472448","Thank you for your support! TOGETHER we will MAKE AMERICA GREAT AGAIN! 
https://t.co/fFN9pisyQ4 https://t.co/VxyuDwZmC9",2016-02-14 12:27:48,4853,NA,12599,FALSE,"iPhone"
"3485","698882145297764353","I will be on Face the Nation with John Dickerson on CBS this morning. Enjoy!",2016-02-14 09:51:02,1290,NA,5921,FALSE,"iPhone"
"3486","698882048069652480","This shows what a complete &amp; total liar Ted Cruz is- he said he wouldn't have nominated John Roberts. Really? https://t.co/gBnsNgomom",2016-02-14 09:50:39,3531,NA,7313,FALSE,"iPhone"
"3487","698853277706784772","Even though every poll, Time, Drudge etc., has me winning the debate by a lot, @FoxNews only puts negative people on. Biased - a total joke!",2016-02-14 07:56:20,3034,NA,9080,FALSE,"Android"
"3489","698755140602499073","Hey @glennbeck- see how I beat your boy Ted- in your own Blaze poll? Your endorsement means nothing! #GOPDebate",2016-02-14 01:26:22,5321,NA,14034,FALSE,"iPhone"
"3492","698742963447451648","How can @JebBush beat Hillary Clinton- if he can't beat anyone else on the #GOPDebate stage with $150M? I am the only one who can!",2016-02-14 00:37:59,3225,NA,9622,FALSE,"iPhone"
"3493","698740358688194560","Thank you! I miss my father.  https://t.co/1IPVwX0avU",2016-02-14 00:27:38,2289,NA,7752,FALSE,"iPhone"
"3496","698661220258357248","Ted Cruz is a cheater! He holds the Bible high and then lies and misrepresents the facts!",2016-02-13 19:13:10,3536,NA,9666,FALSE,"iPhone"
"3497","698660826463539201","Nasty Ted Cruz is at it again- same dirty tricks he used w/ @RealBenCarson- saying I may not be on ballot &amp; I hold liberal positions. LIES!",2016-02-13 19:11:36,3015,NA,7703,FALSE,"iPhone"
"3499","698636369229385728","The totally unexpected loss of Supreme Court Justice Antonin Scalia is a massive setback for the Conservative movement and our COUNTRY!",2016-02-13 17:34:25,6564,NA,16081,FALSE,"Android"
"3500","698634582120333314","Love the people of South Carolina - look very much forward to the debate tonight.",2016-02-13 17:27:19,1742,NA,6724,FALSE,"Android"
"3501","698557683838947329","Thank you, South Carolina! We will MAKE AMERICA SAFE &amp; GREAT AGAIN!
https://t.co/8pfvTZngrZ https://t.co/QiO0nwcFSA",2016-02-13 12:21:45,2814,NA,6969,FALSE,"iPhone"
"3502","698548066643800064","A very big thank you to Bill Donohue, head of The Catholic League, for the wonderful interview on @CNN and article in Newsmax! Great insight",2016-02-13 11:43:32,1362,NA,4232,FALSE,"Android"
"3503","698546735652716545","Totally unauthorized, do not pay. I am self funding my campaign! Notice has just been withdrawn. #Trump2016
#MakeAmericaGreatAgain",2016-02-13 11:38:14,2140,NA,5565,FALSE,"iPhone"
"3505","698526221525610496","Now an additional 600-700 jobs in America (2,000) being eliminated for move to Mexico- via Hartford Courant. https://t.co/bOIYQLqGRG",2016-02-13 10:16:43,3432,NA,5702,FALSE,"iPhone"
"3506","698522430847983616","I am the only one who can fix this. Very sad. Will not happen under my watch! #MakeAmericaGreatAgain 
https://t.co/8MQ4imuTTi",2016-02-13 10:01:40,2648,NA,5704,FALSE,"iPhone"
"3511","698283521245319168","#MakeAmericaGreatAgain! https://t.co/7zuMD4oxUq",2016-02-12 18:12:19,2156,NA,5762,FALSE,"iPhone"
"3513","698242702194954240","Last time lightweight @JebBush tried to knock off @marcorubio he made a total fool of himself. If he doesn't do better this time, he is out!",2016-02-12 15:30:07,1884,NA,5823,FALSE,"Android"
"3514","698231571594276866","If @TedCruz doesn't clean up his act, stop cheating, &amp; doing negative ads, I have standing to sue him for not being a natural born citizen.",2016-02-12 14:45:53,5468,NA,14186,FALSE,"iPhone"
"3516","698210486437937153","Nothing conservative about the Club for Growth coming into my office and demanding a $1M contribution, which naturally, they did not get.",2016-02-12 13:22:06,2513,NA,6303,FALSE,"iPhone"
"3517","698156678496305152","NEVADA! Tomorrow is the deadline to register Republican.

Visit: https://t.co/bHZ4JVckOp

Message from @IvankaTrump: https://t.co/SZTq1QOXEg",2016-02-12 09:48:17,2730,NA,5079,FALSE,"iPhone"
"3518","698115252844634112","How can Ted Cruz be an Evangelical Christian when he lies so much and is so dishonest?",2016-02-12 07:03:41,4951,NA,12116,FALSE,"iPhone"
"3519","697998702477242369","Lying Cruz put out a statement, “Trump &amp; Rubio are w/Obama on gay marriage."" Cruz is the worst liar, crazy or very dishonest. Perhaps all 3?",2016-02-11 23:20:33,4168,NA,11202,FALSE,"iPhone"
"3521","697985595554066437","THANK YOU- Baton Rouge, Louisiana! WE will #MakeAmericaGreatAgain! #Trump2016 https://t.co/XV7EIe7A2l",2016-02-11 22:28:28,4759,NA,11755,FALSE,"iPhone"
"3522","697949869961568256","Just landed in Baton Rouge, Louisiana. Reports are out that lines are three quarters of a mile to get in. Wow! #MakeAmericaGreatAgain",2016-02-11 20:06:30,2728,NA,9234,FALSE,"iPhone"
"3525","697882687923752961","We are getting reports from many voters that the Cruz people are back to doing very sleazy and dishonest ""pushpolls"" on me. We are watching!",2016-02-11 15:39:33,4543,NA,11254,FALSE,"Android"
"3526","697869206893756416","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!",2016-02-11 14:45:59,2888,NA,8903,FALSE,"Android"
"3528","697815901190619136","Remember, it was the Republican Party, with the help of Conservatives, that made so many promises to their base, BUT DIDN'T KEEP THEM! Hi DT",2016-02-11 11:14:10,3258,NA,7961,FALSE,"Android"
"3531","697785447771172864","There are no buyers for the worthless @NYDailyNews but little Mort Zuckerman is frantically looking. It is bleeding red ink - a total loser!",2016-02-11 09:13:09,2062,NA,6845,FALSE,"Android"
"3532","697613947655086080","I have been consistent in my opposition to Common Core. Get rid of Common Core--- keep education local!",2016-02-10 21:51:40,6306,NA,16333,FALSE,"iPhone"
"3533","697604044269953025","THANK YOU- Clemson, South Carolina! #MakeAmericaGreatAgain #SCPrimary https://t.co/FgACmaFxxc",2016-02-10 21:12:19,3646,NA,10401,FALSE,"iPhone"
"3534","697594507777482752","I was referring to the fact that Jeb Bush wants to keep common core.",2016-02-10 20:34:25,1608,NA,5468,FALSE,"Android"
"3535","697568064611561472","Big speech tonight in South Carolina - 7:00 P.M. Tremendous crowd!",2016-02-10 18:49:21,1830,NA,7194,FALSE,"Android"
"3538","697404736211959808","Like the worthless @NYDailyNews, looks like @politico will be going out of business. Bad reporting- no money, no cred!",2016-02-10 08:00:20,2129,NA,6890,FALSE,"iPhone"
"3539","697404578019598336","Worthless @NYDailyNews, which dopey Mort Zuckerman, is desperately trying to sell, has no buyer! Liabilities are massive!",2016-02-10 07:59:43,1858,NA,6056,FALSE,"iPhone"
"3540","697404309814800385","Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!",2016-02-10 07:58:39,1979,NA,6265,FALSE,"iPhone"
"3542","697263254083489792","Thank you, New Hampshire! Departing with my amazing family now! #FITN #NHPrimary
https://t.co/rbFfcq8gQq https://t.co/73aoZk8uMG",2016-02-09 22:38:08,4226,NA,14502,FALSE,"iPhone"
"3544","697182075045179392","We will immediately repeal and replace ObamaCare - and nobody can do that like me. We will save $'s and have much better healthcare!",2016-02-09 17:15:34,4886,NA,14554,FALSE,"Android"
"3545","697173206663213057","ISIS is making big threats today - no respect for U.S.A. or our ""leader"" - If I win it will be a very different story,with very fast results",2016-02-09 16:40:19,7777,NA,19790,FALSE,"Android"
"3548","697065472425123840","A message to the great people of New Hampshire on this important day! #VoteTrumpNH 
Video: https://t.co/7S2f2GSMB8 https://t.co/9WwRWnvqiv",2016-02-09 09:32:14,2489,NA,6097,FALSE,"iPhone"
"3551","697050425195941888","I will be interviewed on @foxandfriends at 8:40. A.M. Enjoy!",2016-02-09 08:32:26,789,NA,4054,FALSE,"Android"
"3553","697031343272812544","No-one has done more for people with disabilities than me. I have spent many millions of dollars to help out-and am happy to have done so!",2016-02-09 07:16:37,2468,NA,7929,FALSE,"Android"
"3556","696908121327980545","Thank you, New Hampshire! #FITN https://t.co/uZItWkqQZa",2016-02-08 23:06:58,2656,NA,8356,FALSE,"iPhone"
"3557","696881322858573826","Thank you, New Hampshire! 
#FITN #NHPrimary #VoteTrumpNH  
Voting questions? https://t.co/BmZyKQOZJJ https://t.co/1tZfqVETrX",2016-02-08 21:20:29,2494,NA,6724,FALSE,"iPhone"
"3558","696821227739082757","#VoteTrumpNH #NHPrimary #FITN
https://t.co/p4XCxNkXQO",2016-02-08 17:21:41,1872,NA,4902,FALSE,"iPhone"
"3559","696782375863394304","Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!",2016-02-08 14:47:18,3467,NA,8928,FALSE,"iPhone"
"3560","696781378596302848","Today's third stop- Londonderry, New Hampshire! Thank you!
#FITN #VoteTrumpNH https://t.co/pRpcxaZ7ov",2016-02-08 14:43:20,1597,NA,5289,FALSE,"iPhone"
"3561","696763168178204672","America needs strong leadership. Politicians can talk but they don't get things done. Video: https://t.co/YwZdQdzKcz https://t.co/lBXXyuZAcO",2016-02-08 13:30:59,3340,NA,9049,FALSE,"iPhone"
"3562","696734735578615808","Everybody is laughing at Jeb Bush-spent $100 million and is at bottom of pack. A pathetic figure!",2016-02-08 11:38:00,3017,NA,8385,FALSE,"iPhone"
"3563","696733541313474566","Jeb Bush is desperate - strongly in favor of #CommonCore and very weak on illegal immigration.",2016-02-08 11:33:15,2254,NA,6664,FALSE,"iPhone"
"3565","696669855416766467","Jeb Bush has zero communication skills so he spent a fortune of special interest money on a Super Bowl ad. He is a weak candidate!",2016-02-08 07:20:11,3525,NA,11335,FALSE,"Android"
"3566","696665030549487616","My two wonderful sons, Don and Eric, will be on @foxandfriends at 7:02 - now! Enjoy.",2016-02-08 07:01:01,1031,NA,5295,FALSE,"Android"
"3568","696463477104365568","I am in New Hampshire having a great time! Loved the #GOPDebate last night! Everybody enjoy the Super Bowl. #SuperBowlSunday #SB50",2016-02-07 17:40:07,2312,NA,9047,FALSE,"iPhone"
"3570","696428451977433088","Thank you Newt!  https://t.co/6FkwdpI0Oj",2016-02-07 15:20:56,2239,NA,6451,FALSE,"iPhone"
"3572","696370121154150400","Great to meet everyone while having breakfast @ChezVachon this morning! #FITN #VoteTrumpNH
https://t.co/25UwkinUOd https://t.co/bmZvSmWe7Y",2016-02-07 11:29:09,1721,NA,5277,FALSE,"iPhone"
"3574","696329245866512384","I will be on Meet the Press with Chuck Todd on NBC this morning. Enjoy! https://t.co/EIYyfFtnPs",2016-02-07 08:46:44,1293,NA,5167,FALSE,"iPhone"
"3576","696322405002780676","I will be on State of the Union @CNN with @jaketapper at 9am. Enjoy!",2016-02-07 08:19:33,950,NA,4018,FALSE,"iPhone"
"3577","696124722321481728","Come join us at the Verizon Wireless Center- Manchester, New Hampshire on 2/8! Register now: https://t.co/xK5HYX226k https://t.co/zjRpnoV2ih",2016-02-06 19:14:01,2494,NA,7967,FALSE,"iPhone"
"3580","695989902031331333","The New Hampshire drug epidemic must stop. If elected POTUS- I will create borders &amp; the drugs will stop pouring in. https://t.co/YdEnhqdTbS",2016-02-06 10:18:18,2614,NA,6508,FALSE,"iPhone"
"3581","695979656617578496","Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!",2016-02-06 09:37:35,4933,NA,13699,FALSE,"Android"
"3582","695809280587534336","Border agent: ""We might as well abolish our immigration laws altogether""
https://t.co/LsrIXzCyJr",2016-02-05 22:20:34,2173,NA,4661,FALSE,"iPhone"
"3584","695801946347806721","It never ends!  https://t.co/vdErsfh5H6",2016-02-05 21:51:26,2530,NA,5407,FALSE,"iPhone"
"3585","695799815939190784","I told you so. Our country totally lost control of illegal immigration, even with criminals. 
https://t.co/IZgZqr6BgB",2016-02-05 21:42:58,3100,NA,6129,FALSE,"iPhone"
"3586","695791084413317124","10,000 people in South Carolina, unbelievable evening! Will be in New Hampshire tomorrow- love it. https://t.co/tF033Yjhu3",2016-02-05 21:08:16,3271,NA,10134,FALSE,"iPhone"
"3587","695789403374014464","Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!",2016-02-05 21:01:35,1725,NA,4860,FALSE,"iPhone"
"3588","695742029083574274","Join me at Clemson University on Wednesday, February 10th! #MakeAmericaGreatAgain
https://t.co/X6tp1bpIhi",2016-02-05 17:53:20,1537,NA,3952,FALSE,"iPhone"
"3589","695716589388308480","Heading to South Carolina, really big crowd! Will be back in New Hampshire tomorrow.
#MakeAmericaGreatAgain",2016-02-05 16:12:15,1677,NA,5803,FALSE,"iPhone"
"3590","695664927483240448","Live Free or Die: A motto for the whole country to follow. #NewHampshire #FITN #VoteTrumpNH 
https://t.co/W04ezOy28v",2016-02-05 12:46:58,2582,NA,6056,FALSE,"iPhone"
"3591","695646188297699328","Join us Monday, February 8th @ the Verizon Wireless Arena in Manchester, New Hampshire! #FITN #NHPolitics #Trump2016 https://t.co/HVfhtJ6O6Z",2016-02-05 11:32:30,1770,NA,4472,FALSE,"iPhone"
"3593","695373506976976901","I will be interviewed by Anderson Cooper at 8pm on @CNN from New Hampshire. Should be very interesting!",2016-02-04 17:28:58,1909,NA,6775,FALSE,"iPhone"
"3594","695278741048684544","Taking a helicopter to New Hampshire, boarding now. Amazing activity planned. New UMASS poll, very nice! https://t.co/xFvGE0dRlA",2016-02-04 11:12:24,3983,NA,11694,FALSE,"iPhone"
"3595","695252170535477249","Politicians are trying to chip away at the 2nd Amendment. I won't let them take away our guns! #Trump2016
Watch: https://t.co/zl4sMjmOUc",2016-02-04 09:26:49,4310,NA,10468,FALSE,"iPhone"
"3597","695133873139752960",".@oreillyfactor @KarlRove- as per the show, an even more serious Cruz charge is the fraudulent voter violation certificate sent to everyone.",2016-02-04 01:36:44,2044,NA,5630,FALSE,"iPhone"
"3599","695133044940759040","Thank you @billoreilly &amp; @KarlRove. Ted Cruz should be immediately disqualified in Iowa, with each candidate moving up one notch.",2016-02-04 01:33:27,2563,NA,6810,FALSE,"iPhone"
"3600","695082204100071424","Sanders says he wants to run against me because he doesn't want to run against me. He would be so easy to beat!",2016-02-03 22:11:26,2743,NA,8699,FALSE,"Android"
